ACQUISITION_COST,ADDRESS_HOME_CITY,ADDRESS_HOME_COUNTRY,ADDRESS_HOME_POSTAL_CODE,ADDRESS_HOME_STATE,ADDRESS_LAST_CHANGED_DATE,ADDRESS_MAILING_CITY,ADDRESS_MAILING_COUNTRY,ADDRESS_MAILING_POSTAL_CODE,ADDRESS_MAILING_STATE,ADDRESS_WORK_CITY,ADDRESS_WORK_COUNTRY,ADDRESS_WORK_POSTAL_CODE,ADDRESS_WORK_STATE,ADVERTISING_INDICATOR,AGE_RANGE,AGGREGATION_OPT_IN_INDICATOR,ANNUAL_INCOME,ATTACHMENT_ALLOWED_INDICATOR,BIRTH_YEAR,CONTACT_PREFERENCE,CREDIT_AUTHORITY_LEVEL,CREDIT_SCORE,CREDIT_UTILIZATION,CURRENT_EMPLOYMENT_START_DATE,CUSTOMER_BEHAVIOR,CUSTOMER_ID,DATE_FIRST_ACCOUNT_OPENED,DATE_LAST_ACCOUNT_OPENED,DEATH_YEAR,DEBT_SERVICE_COVERAGE_RATIO,EDUCATION_LEVEL,EFFECTIVE_DATE,EMPLOYMENT_STATUS,FAMILY_SIZE,GENDER,GEOGRAPHIC_AREA_HOME,GEOGRAPHIC_AREA_MAILING,GEOGRAPHIC_AREA_WORK,HEAD_OF_HOUSEHOLD_INDICATOR,HOME_OWNER_INDICATOR,HOUSEHOLD_ID,IMPORTANCE_LEVEL_CODE,INFLUENCE_SCORE,INTERNET_BANKING_INDICATOR,LIFE_CYCLE_STATUS_CHANGE_REASON,LIFE_CYCLE_STATUS_CODE,LOYALTY_RATING_CODE,MARITAL_STATUS,MARKET_GROUP,METRIC_BEHAVIOR_PROFILE,METRIC_BEHAVIOR_PROFILE_2,METRIC_BEHAVIOR_PROFILE_3,METRIC_BEHAVIOR_PROFILE_4,METRIC_BEHAVIOR_PROFILE_5,METRIC_COMMUNICATION_STYLE,METRIC_FINANCIAL_KNOWLEDGE_RATING,METRIC_LATEST_TONE,METRIC_NET_PROMOTER_SCORE,METRIC_PERSONALITY_TYPE,METRIC_SATISFACTION_LEVEL,METRIC_STRENGTH_OF_RELATIONSHIP,METRIC_TECH_SAVY,MONTHLY_HOUSING_COST,MONTHLY_NET_INCOME,NUMBER_OF_DEPENDENT_ADULTS,NUMBER_OF_DEPENDENT_CHILDREN,OLDEST_DEPENDENT_ADULT_BIRTH_YEAR,OLDEST_DEPENDENT_CHILD_BIRTH_YEAR,PERSONAL_INTEREST_TOPIC_1,PERSONAL_INTEREST_TOPIC_2,PREFERRED_COMMUNICATION_FORM,PRIMARY_ADVISOR_ID,PRIMARY_ADVISOR_ORGANIZATION_ID,PRIMARY_BRANCH_PROXIMITY,PRIMARY_SPOKEN_LANGUAGE,PRIMARY_WRITTEN_LANGUAGE,PROFESSION,PURSUIT,RECORDED_VOICE_SAMPLE_ID,REFERRALS_VALUE_CODE,RELATIONSHIP_START_DATE,RETIREMENT_AGE,SATISFACTION_RATING_FROM_SURVEY,SECONDARY_ADVISOR_ID,SECONDARY_ADVISOR_ORGANIZATION_ID,SPECIAL_TERMS_INDICATOR,STATUS,STATUS_DATE,STATUS_REASON,URBAN_CODE,USER_DEFINED_BOOLEAN_1,USER_DEFINED_BOOLEAN_2,USER_DEFINED_BOOLEAN_3,USER_DEFINED_BOOLEAN_4,USER_DEFINED_BOOLEAN_5,USER_DEFINED_DATE_1,USER_DEFINED_DATE_2,USER_DEFINED_DATE_3,USER_DEFINED_DATE_4,USER_DEFINED_DATE_5,USER_DEFINED_INTEGER_1,USER_DEFINED_INTEGER_2,USER_DEFINED_INTEGER_3,USER_DEFINED_INTEGER_4,USER_DEFINED_INTEGER_5,USER_DEFINED_NUMERIC_1,USER_DEFINED_NUMERIC_2,USER_DEFINED_NUMERIC_3,USER_DEFINED_NUMERIC_4,USER_DEFINED_NUMERIC_5,USER_DEFINED_STRING_1,USER_DEFINED_STRING_2,USER_DEFINED_STRING_3,USER_DEFINED_STRING_4,USER_DEFINED_STRING_5,WALLET_SHARE_PERCENTAGE,YOUNGEST_DEPENDENT_ADULT_BIRTH_YEAR,YOUNGEST_DEPENDENT_CHILD_BIRTH_YEAR
10.094088686646307,Star City,USA,G1P,Arkansas,2016-02-06,Star City,USA,G1P,Arkansas,Star City,USA,G1P,Arkansas,True,40 to 55,True,157791.25,True,1972,email,Low,669.3280390057181,0.4365059799780907,2015-09-11,Growth,1276,2016-03-07,2016-03-07,,1.0,University,2000-01-01,Employed,4,Female,USA Arkansas,USA Arkansas,USA Arkansas,True,FALSE,1276,High priority,112310,False,,,60141,Married,Accumulating,,,,,,,,,,,,,,2366.86875,7889.5625,0,2,,,,,Teleconference,1003,,217.75514528533242,English,English,Data Scientist,Increase Net Worth,64679,Very High,2016-03-07,67,very satisfied,92157,47988,False,Active,2018-03-07,,City,,,,,,,,,,,,,,,,,,,,,,,,,,59,,
74.52215230065482,Springfield,USA,A1Z,Louisiana,2014-12-28,Springfield,USA,A1Z,Louisiana,Springfield,USA,A1Z,Louisiana,True,23 to 30,True,55189.0,True,1989,email,Very High,793.9507326907006,0.4055649737425554,2014-12-10,Conserviti,1277,2016-09-22,2016-09-22,,1.0,High School,2000-01-01,Employed,3,Male,USA Louisiana,USA Louisiana,USA Louisiana,True,TRUE,1277,Low priority,66006,False,,,87248,Married,Starting,,,,,,,,,,,,,,827.835,2759.4500000000003,0,1,,,,,Email,1006,,186.9914509014371,English,English,Lawyer,Education Planning,136790,High,2016-09-22,67,neutral,46547,96580,False,Active,2016-09-22,,City,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
10.795221970420805,Zion,USA,B1Z,Hawaii,2015-05-03,Zion,USA,B1Z,Hawaii,Zion,USA,B1Z,Hawaii,True,30 to 40,True,87842.0,True,1981,none,Medium,740.0530314884462,0.836741026922259,2016-08-30,Moderate,1278,2017-06-04,2017-06-04,,1.0,College,2000-01-01,Employed,3,Male,USA Hawaii,USA Hawaii,USA Hawaii,True,TRUE,1278,Low priority,114489,True,,,104497,Married,Accumulating,,,,,,,,,,,,,,1317.6299999999999,4392.099999999999,0,1,,,,,Email,1016,,284.05128961677224,English,English,Physician,Capital Acquisition,118237,Very High,2017-06-04,67,satisfied,128803,75247,False,Active,2017-06-04,,City,,,,,,,,,,,,,,,,,,,,,,,,,,45,,
16.745903379377648,Metropolis,USA,K0K,Hawaii,2015-10-03,Metropolis,USA,K0K,Hawaii,Metropolis,USA,K0K,Hawaii,True,65 and over,True,140467.0,True,1934,phone,Very High,685.5601147183256,0.4339036059566648,2015-02-23,Aggressive,1279,2016-08-28,2016-08-28,,1.0,Professional,2000-01-01,Selfemployed,1,Female,USA Hawaii,USA Hawaii,USA Hawaii,True,FALSE,1279,Normal priority,80138,True,,,78945,Divorced,Gifting,,,,,,,,,,,,,,2107.0049999999997,7023.349999999999,0,0,,,,,Video Conference,,1806,28.77055852557577,English,English,Software Developer,Retirement Planning,86126,Very High,2016-08-28,67,very dissatisfied,100292,109711,False,Active,2016-08-28,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,62,,
9.957265465628879,Star City,Canada,Q4L,ON,2016-06-24,Star City,Canada,Q4L,ON,Star City,Canada,Q4L,ON,True,40 to 55,True,46588.0,True,1967,phone,High,762.798251251634,0.4469636293714982,2016-07-22,Moderate,1280,2017-06-16,2017-06-16,,1.0,University,2000-01-01,Employed,4,Male,Canada ON Ontario,Canada ON Ontario,Canada ON Ontario,True,TRUE,1280,Low priority,125887,True,,,83353,Married,Accumulating,,,,,,,,,,,,,,698.82,2329.4,0,2,,,,,Email,1006,,137.35495165736415,English,English,Physician,Capital Acquisition,69414,High,2017-06-16,67,satisfied,53317,81079,False,Active,2017-06-16,,City,,,,,,,,,,,,,,,,,,,,,,,,,,72,,
27.064233657911206,Smallville,USA,B1Z,North,2015-07-10,Smallville,USA,B1Z,North,Smallville,USA,B1Z,North,True,30 to 40,True,109820.0,True,1979,email,Low,650.7670921025533,0.07670075837744697,2015-11-26,Growth,1281,2016-12-22,2016-12-22,,1.0,College,2000-01-01,Employed,3,Male,USA North Carolina,USA North Carolina,USA North Carolina,False,TRUE,1281,High priority,133344,True,,,138793,Married,Accumulating,,,,,,,,,,,,,,1647.3,5491.0,0,1,,,,,Email,1008,,696.529371644026,English,English,Accountant,Estate Planning,88114,Low,2016-12-22,67,satisfied,131184,48052,False,Active,2016-12-22,,City,,,,,,,,,,,,,,,,,,,,,,,,,,9,,
40.61139841054763,Coruscant,Canada,K0K,YT,2015-09-26,Coruscant,Canada,K0K,YT,Coruscant,Canada,K0K,YT,True,40 to 55,True,122065.0,True,1963,phone,Low,798.06535980717,0.30735560430951686,2016-11-22,Growth,1282,2018-07-24,2018-07-24,,1.0,University,2000-01-01,Employed,4,Female,Canada YT Yukon,Canada YT Yukon,Canada YT Yukon,True,FALSE,1282,High priority,105990,False,,,137633,Married,Accumulating,,,,,,,,,,,,,,1830.975,6103.25,0,2,,,,,Teleconference,1002,,331.9466442011018,English,English,Data Scientist,Increase Net Worth,62162,Very Low,2018-07-24,67,very satisfied,122185,127840,False,Active,2018-07-24,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,34,,
12.288698890506971,Smallville,USA,P0J,Massachusetts,2015-11-15,Smallville,USA,P0J,Massachusetts,Smallville,USA,P0J,Massachusetts,True,65 and over,True,135244.0,True,1949,none,Very High,710.7633006337101,0.5281904894188876,2015-08-14,Aggressive,1283,2017-03-13,2017-03-13,,1.0,PhD,2000-01-01,Homemaker,1,Female,USA Massachusetts,USA Massachusetts,USA Massachusetts,True,FALSE,1283,Normal priority,143060,True,,,140102,Single,Spending,,,,,,,,,,,,,,2028.6599999999999,6762.2,0,0,,,,,In Person,,1943,653.6600551334011,English,English,Professor,Increase Net Worth,115933,Very Low,2017-03-13,67,very satisfied,96246,123109,False,Active,2017-03-13,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
51.370417235493285,Star City,USA,K0K,South,2015-09-02,Star City,USA,K0K,South,Star City,USA,K0K,South,True,65 and over,True,129633.75,True,1944,none,Very Low,678.9508099834396,0.5448101288694047,2016-02-11,Growth,1284,2016-09-23,2016-09-23,,1.0,PhD,2000-01-01,Retired,2,Male,USA South Carolina,USA South Carolina,USA South Carolina,False,TRUE,1284,High priority,98264,False,,,72279,Married,Accumulating,,,,,,,,,,,,,,1944.50625,6481.6875,0,0,,,,,In Person,1017,,952.6414298176438,English,English,Professor,Increase Net Worth,131177,Low,2016-09-23,67,very satisfied,91881,72633,True,Active,2018-09-23,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,64,,
94.82159183603699,Castle Rock,Canada,B1Z,QC,2014-06-30,Castle Rock,Canada,B1Z,QC,Castle Rock,Canada,B1Z,QC,True,30 to 40,True,91805.0,True,1985,none,Medium,709.8167131575017,0.6526871721581977,2015-11-06,Moderate,1285,2016-04-10,2016-04-10,,1.0,High School,2000-01-01,Employed,3,Male,Canada QC Quebec,Canada QC Quebec,Canada QC Quebec,True,TRUE,1285,Low priority,103631,True,,,99424,Married,Accumulating,,,,,,,,,,,,,,1377.075,4590.25,0,1,,,,,Email,1013,,427.2864465919157,English,English,Physician,Capital Acquisition,142964,Medium,2016-04-10,67,satisfied,95258,57202,False,Active,2016-04-10,,City,,,,,,,,,,,,,,,,,,,,,,,,,,33,,
29.800735125561058,Bedrock,USA,K0K,Utah,2015-09-18,Bedrock,USA,K0K,Utah,Bedrock,USA,K0K,Utah,True,65 and over,True,114567.0,True,1941,email,Very High,754.8478910304398,0.6993824706524843,2015-12-29,Aggressive,1286,2017-03-21,2017-03-21,,1.0,Professional,2000-01-01,Retired,1,Female,USA Utah,USA Utah,USA Utah,False,FALSE,1286,Normal priority,110082,False,,,120378,Divorced,Spending,,,,,,,,,,,,,,1718.5049999999999,5728.349999999999,0,0,,,,,In Person,1018,,514.5027211223146,English,English,Professor,Increase Net Worth,56281,Very High,2017-03-21,67,very satisfied,73239,84785,False,Active,2017-03-21,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
47.32019421237486,Riverdale,USA,G1P,Virginia,2014-02-01,Riverdale,USA,G1P,Virginia,Riverdale,USA,G1P,Virginia,True,40 to 55,True,61008.0,True,1976,none,High,762.4109933236036,0.33902711311622846,2014-02-05,Moderate,1287,2016-02-10,2016-02-10,,1.0,College,2000-01-01,Employed,4,Male,USA Virginia,USA Virginia,USA Virginia,True,TRUE,1287,Low priority,121820,True,,,121058,Married,Accumulating,,,,,,,,,,,,,,915.1199999999999,3050.3999999999996,0,2,,,,,Email,1006,,16.244805185829794,English,English,Physician,Capital Acquisition,95340,High,2016-02-10,67,satisfied,71552,137171,True,Active,2016-02-10,,City,,,,,,,,,,,,,,,,,,,,,,,,,,70,,
60.1541057975996,Zion,Canada,G1P,ON,2014-02-06,Zion,Canada,G1P,ON,Zion,Canada,G1P,ON,True,40 to 55,True,103498.0,True,1975,none,Low,790.6666510889382,0.6701158026517224,2015-08-20,Growth,1288,2016-01-11,2016-01-11,,1.0,College,2000-01-01,Employed,4,Male,Canada ON Ontario,Canada ON Ontario,Canada ON Ontario,True,TRUE,1288,High priority,139840,True,,,64820,Married,Accumulating,,,,,,,,,,,,,,1552.4699999999998,5174.9,0,2,,,,,Teleconference,1018,,252.22878898135437,English,English,Data Scientist,Estate Planning,77108,Very Low,2016-01-11,67,satisfied,48600,105887,False,Active,2016-01-11,,City,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
39.41025586340027,Bedrock,USA,Q4L,Wyoming,2015-11-06,Bedrock,USA,Q4L,Wyoming,Bedrock,USA,Q4L,Wyoming,True,40 to 55,True,131288.75,True,1967,mail,Low,788.8090101599182,0.6723393003748936,2015-08-05,Growth,1289,2016-09-13,2016-09-13,,1.0,University,2000-01-01,Employed,4,Female,USA Wyoming,USA Wyoming,USA Wyoming,True,TRUE,1289,High priority,129743,True,,,101987,Married,Accumulating,,,,,,,,,,,,,,1969.33125,6564.4375,0,2,,,,,Teleconference,1006,,459.425031904201,English,English,Data Scientist,Estate Planning,56561,Medium,2016-09-13,67,satisfied,71032,75087,True,Active,2018-09-13,,City,,,,,,,,,,,,,,,,,,,,,,,,,,62,,
93.47310613085588,Los Santos,USA,B1Z,South,2014-09-17,Los Santos,USA,B1Z,South,Los Santos,USA,B1Z,South,True,23 to 30,True,96206.0,True,1987,phone,Medium,797.8274696348682,0.6404586796439672,2014-04-20,Moderate,1290,2016-08-01,2016-08-01,,1.0,High School,2000-01-01,Employed,3,Male,USA South Carolina,USA South Carolina,USA South Carolina,True,TRUE,1290,Low priority,86661,True,,,64010,Married,Accumulating,,,,,,,,,,,,,,1443.09,4810.3,0,1,,,,,Email,,1232,136.2120294572965,English,English,Physician,Capital Acquisition,64507,Low,2016-08-01,67,satisfied,79393,107398,True,Active,2016-08-01,,City,,,,,,,,,,,,,,,,,,,,,,,,,,17,,
82.6754575583583,Emerald City,USA,A1Z,Colorado,2014-03-23,Emerald City,USA,A1Z,Colorado,Emerald City,USA,A1Z,Colorado,True,23 to 30,True,49418.0,True,1993,email,Very High,797.0342596640178,0.7209087515668873,2015-01-26,Conserviti,1291,2016-02-14,2016-02-14,,1.0,High School,2000-01-01,Unemployed,3,Male,USA Colorado,USA Colorado,USA Colorado,True,TRUE,1291,Low priority,80585,False,,,67512,Married,Starting,,,,,,,,,,,,,,741.27,2470.9,0,1,,,,,Email,1012,,248.78082823150305,English,English,Trades person,Education Planning,56391,Very High,2016-02-14,67,dissatisfied,129031,100957,True,Active,2016-02-14,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,18,,
37.966754683983865,Coruscant,Canada,K0K,NB,2015-01-23,Coruscant,Canada,K0K,NB,Coruscant,Canada,K0K,NB,True,65 and over,True,128343.0,True,1941,phone,Very High,757.0458058938389,0.7773237060625406,2016-07-08,Aggressive,1292,2017-06-13,2017-06-13,,1.0,Professional,2000-01-01,Retired,1,Female,Canada NB New Brunswick,Canada NB New Brunswick,Canada NB New Brunswick,False,FALSE,1292,Normal priority,59920,False,,,64941,Divorced,Spending,,,,,,,,,,,,,,1925.145,6417.150000000001,0,0,,,,,In Person,1007,,309.4069312766758,English,English,Software Developer,Retirement Planning,142909,Very High,2017-06-13,67,very satisfied,60640,63685,False,Active,2017-06-13,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,25,,
13.327021072987499,Star City,USA,G1P,Colorado,2016-01-27,Star City,USA,G1P,Colorado,Star City,USA,G1P,Colorado,True,40 to 55,True,66405.0,True,1974,none,High,674.2116265789318,0.8356941392404003,2015-06-12,Moderate,1293,2017-12-18,2017-12-18,,1.0,College,2000-01-01,Employed,4,Male,USA Colorado,USA Colorado,USA Colorado,True,TRUE,1293,Low priority,141906,False,,,55556,Married,Accumulating,,,,,,,,,,,,,,996.0749999999999,3320.25,0,2,,,,,Email,1009,,177.66186692164177,English,English,Physician,Capital Acquisition,122069,Very High,2017-12-18,67,satisfied,136396,87815,True,Active,2017-12-18,,City,,,,,,,,,,,,,,,,,,,,,,,,,,31,,
36.325794614691276,Los Santos,USA,B1Z,Louisiana,2017-10-13,Los Santos,USA,B1Z,Louisiana,Los Santos,USA,B1Z,Louisiana,True,30 to 40,True,139747.5,True,1982,none,Medium,738.6330734707077,0.6587340332460291,2016-10-29,Growth,1294,2016-06-23,2016-06-23,,1.0,College,2000-01-01,Employed,3,Female,USA Louisiana,USA Louisiana,USA Louisiana,True,TRUE,1294,High priority,101085,True,,,74065,Married,Accumulating,,,,,,,,,,,,,,2096.2125,6987.375,0,1,,,,,Teleconference,1001,,156.56975184671373,English,English,Data Scientist,Estate Planning,124617,Very Low,2016-06-23,67,satisfied,49374,112492,True,Active,2018-06-23,,City,,,,,,,,,,,,,,,,,,,,,,,,,,63,,
93.79269599362976,Castle Rock,Canada,B1Z,NU,2014-12-02,Castle Rock,Canada,B1Z,NU,Castle Rock,Canada,B1Z,NU,True,30 to 40,True,78186.0,True,1982,mail,High,668.9265623463797,0.050124848819142406,2015-04-09,Moderate,1295,2016-08-28,2016-08-28,,1.0,High School,2000-01-01,Employed,3,Male,Canada NU Nunavut,Canada NU Nunavut,Canada NU Nunavut,True,TRUE,1295,Low priority,131745,True,,,83959,Married,Accumulating,,,,,,,,,,,,,,1172.79,3909.2999999999997,0,1,,,,,Email,,1806,149.2339710436729,English,English,Lawyer,Capital Acquisition,115396,Very High,2016-08-28,67,neutral,47393,132385,True,Active,2016-08-28,,City,,,,,,,,,,,,,,,,,,,,,,,,,,38,,
20.688748288339255,Coruscant,USA,A1Z,Utah,2016-09-27,Coruscant,USA,A1Z,Utah,Coruscant,USA,A1Z,Utah,True,23 to 30,True,55187.0,True,1993,mail,Very High,682.5805783399487,0.34699490581720654,2017-08-18,Conserviti,1296,2018-07-23,2018-07-23,,1.0,High School,2000-01-01,Unemployed,3,Male,USA Utah,USA Utah,USA Utah,False,TRUE,1296,Low priority,77182,False,,,112721,Married,Starting,,,,,,,,,,,,,,827.805,2759.35,0,1,,,,,Email,1012,,173.96992718862325,English,English,Trades person,Education Planning,131639,Medium,2018-07-23,67,neutral,111572,117103,False,Active,2018-07-23,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,66,,
39.72779959871789,Star City,USA,B1Z,Rhode,2017-02-23,Star City,USA,B1Z,Rhode,Star City,USA,B1Z,Rhode,True,30 to 40,True,118979.0,True,1978,none,Low,780.8887748320253,0.9202344218510808,2015-01-27,Growth,1297,2018-02-05,2018-02-05,,1.0,College,2000-01-01,Employed,3,Male,USA Rhode Island,USA Rhode Island,USA Rhode Island,True,TRUE,1297,High priority,110740,True,,,93756,Married,Accumulating,,,,,,,,,,,,,,1784.685,5948.95,0,1,,,,,Email,1009,,604.8603309007932,English,English,Accountant,Estate Planning,141928,Low,2018-02-05,67,satisfied,140724,102873,True,Active,2018-02-05,,City,,,,,,,,,,,,,,,,,,,,,,,,,,3,,
54.96184124516621,Pallet Town,USA,G1K,Kansas,2017-05-12,Pallet Town,USA,G1K,Kansas,Pallet Town,USA,G1K,Kansas,True,55 to 65,True,75552.0,True,1955,mail,Low,750.6669686946032,0.47288530268508,2017-02-05,Growth,1298,2018-08-20,2018-08-20,,1.0,PhD,2000-01-01,Homemaker,1,Female,USA Kansas,USA Kansas,USA Kansas,False,TRUE,1298,High priority,115373,True,,,106762,Single,Accumulating,,,,,,,,,,,,,,1133.28,3777.6,0,0,,,,,Teleconference,1013,,536.1106466228308,English,English,Data Scientist,Increase Net Worth,84117,Low,2018-08-20,67,very satisfied,101818,116090,True,Active,2018-08-20,,City,,,,,,,,,,,,,,,,,,,,,,,,,,70,,
50.1339933894641,Springfield,USA,K0K,Minnesota,2016-04-17,Springfield,USA,K0K,Minnesota,Springfield,USA,K0K,Minnesota,True,65 and over,True,105575.0,True,1939,none,Very High,700.3583576033122,0.223721189003657,2015-06-04,Aggressive,1299,2017-05-20,2017-05-20,,1.0,Professional,2000-01-01,Retired,1,Female,USA Minnesota,USA Minnesota,USA Minnesota,False,TRUE,1299,Normal priority,67551,True,,,46574,Divorced,Spending,,,,,,,,,,,,,,1583.625,5278.75,0,0,,,,,In Person,1018,,265.98283157343815,English,English,Professor,Increase Net Worth,46211,Very High,2017-05-20,67,very satisfied,144185,133783,False,Active,2017-05-20,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,40,,
70.20517675217144,Bedrock,USA,K0K,Alabama,2015-01-07,Bedrock,USA,K0K,Alabama,Bedrock,USA,K0K,Alabama,True,65 and over,True,137300.0,True,1939,none,Very High,756.63285356746,0.7749094970244157,2016-09-15,Aggressive,1300,2017-06-01,2017-06-01,,1.0,Professional,2000-01-01,Selfemployed,1,Female,USA Alabama,USA Alabama,USA Alabama,True,FALSE,1300,Normal priority,71947,False,,,105474,Divorced,Gifting,,,,,,,,,,,,,,2059.5,6865.0,0,0,,,,,In Person,,1293,407.1741454094451,English,English,Software Developer,Retirement Planning,53272,Very High,2017-06-01,67,very satisfied,94579,144453,True,Active,2017-06-01,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
32.4408138958177,Star City,USA,B1Z,New,2016-02-07,Star City,USA,B1Z,New,Star City,USA,B1Z,New,True,30 to 40,True,54314.0,True,1979,mail,High,713.6077858745821,0.18933011383201392,2016-09-08,Conserviti,1301,2018-09-04,2018-09-04,,1.0,College,2000-01-01,Employed,3,Male,USA New Hampshire,USA New Hampshire,USA New Hampshire,False,TRUE,1301,Low priority,126615,True,,,120352,Married,Accumulating,,,,,,,,,,,,,,814.7099999999999,2715.7,0,1,,,,,Email,1008,,14.063014795210602,English,English,Lawyer,Capital Acquisition,54739,High,2018-09-04,67,neutral,59366,84149,True,Active,2018-09-04,,City,,,,,,,,,,,,,,,,,,,,,,,,,,29,,
84.41236968190228,Coruscant,USA,B1Z,Missouri,2016-06-26,Coruscant,USA,B1Z,Missouri,Coruscant,USA,B1Z,Missouri,True,23 to 30,True,72854.0,True,1987,none,High,746.3825076960549,0.34416315394262453,2015-11-19,Moderate,1302,2017-05-17,2017-05-17,,1.0,High School,2000-01-01,Unemployed,3,Male,USA Missouri,USA Missouri,USA Missouri,True,TRUE,1302,Low priority,57482,False,,,142682,Married,Accumulating,,,,,,,,,,,,,,1092.81,3642.7000000000003,0,1,,,,,Email,1017,,555.4407751842805,English,English,Lawyer,Capital Acquisition,133856,Very High,2017-05-17,67,neutral,121262,98184,True,Active,2017-05-17,,City,,,,,,,,,,,,,,,,,,,,,,,,,,34,,
4.370604740926744,Star City,USA,G1K,Mississippi,2016-01-11,Star City,USA,G1K,Mississippi,Star City,USA,G1K,Mississippi,True,55 to 65,True,134035.0,True,1953,none,Very High,686.5426509965758,0.002709036131859116,2015-10-19,Aggressive,1303,2017-11-01,2017-11-01,,1.0,PhD,2000-01-01,Homemaker,2,Female,USA Mississippi,USA Mississippi,USA Mississippi,True,FALSE,1303,Normal priority,90754,True,,,46727,Married,Spending,,,,,,,,,,,,,,2010.5249999999999,6701.75,0,0,,,,,In Person,,1503,105.7891801979548,English,English,Professor,Increase Net Worth,103651,Very High,2017-11-01,67,very satisfied,58079,142529,False,Active,2017-11-01,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,49,,
65.65840535339132,Springfield,USA,B1Z,Delaware,2014-03-04,Springfield,USA,B1Z,Delaware,Springfield,USA,B1Z,Delaware,True,30 to 40,True,133169.0,True,1982,email,Low,746.3745959508764,0.27972238217487444,2014-04-17,Growth,1304,2016-05-05,2016-05-05,,1.0,College,2000-01-01,Employed,3,Male,USA Delaware,USA Delaware,USA Delaware,True,FALSE,1304,High priority,56588,False,,,62082,Married,Accumulating,,,,,,,,,,,,,,1997.5349999999999,6658.45,0,1,,,,,Teleconference,1010,,557.1391255457277,English,English,Data Scientist,Estate Planning,116433,Very High,2016-05-05,67,satisfied,115111,66776,True,Active,2016-05-05,,City,,,,,,,,,,,,,,,,,,,,,,,,,,57,,
16.156477934198797,Bedrock,USA,P0J,Kentucky,2014-04-28,Bedrock,USA,P0J,Kentucky,Bedrock,USA,P0J,Kentucky,True,65 and over,True,132650.0,True,1947,phone,Very High,677.7042804388283,0.8318405796980447,2014-08-16,Aggressive,1305,2016-01-03,2016-01-03,,1.0,PhD,2000-01-01,Retired,1,Female,USA Kentucky,USA Kentucky,USA Kentucky,False,FALSE,1305,Normal priority,102760,False,,,93980,Single,Spending,,,,,,,,,,,,,,1989.75,6632.5,0,0,,,,,In Person,,1503,819.2173750340111,English,English,Professor,Increase Net Worth,111258,Very High,2016-01-03,67,very satisfied,78777,78044,True,Active,2016-01-03,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,70,,
92.55053212575797,Central City,Canada,G1K,QC,2015-03-22,Central City,Canada,G1K,QC,Central City,Canada,G1K,QC,True,55 to 65,True,121235.0,True,1954,mail,Very Low,773.9525098133181,0.1060333385325054,2014-01-27,Growth,1306,2016-10-18,2016-10-18,,1.0,University,2000-01-01,Employed,2,Female,Canada QC Quebec,Canada QC Quebec,Canada QC Quebec,True,FALSE,1306,High priority,69281,False,,,134216,Married,Accumulating,,,,,,,,,,,,,,1818.5249999999999,6061.75,0,0,,,,,Teleconference,1000,,341.3882295084227,English,English,Data Scientist,Increase Net Worth,45554,Low,2016-10-18,67,very satisfied,132345,86689,False,Active,2016-10-18,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,74,,
64.40793373194444,Castle Rock,USA,Q4L,Kentucky,2014-05-04,Castle Rock,USA,Q4L,Kentucky,Castle Rock,USA,Q4L,Kentucky,True,40 to 55,True,57603.0,True,1969,email,High,684.2715217085396,0.8567624410488924,2015-02-02,Moderate,1307,2016-05-19,2016-05-19,,1.0,University,2000-01-01,Employed,4,Male,USA Kentucky,USA Kentucky,USA Kentucky,True,TRUE,1307,Low priority,69219,True,,,82391,Married,Accumulating,,,,,,,,,,,,,,864.0449999999998,2880.1499999999996,0,2,,,,,Email,1008,,132.09120344575774,English,English,Physician,Capital Acquisition,100182,Low,2016-05-19,67,satisfied,139865,127346,False,Active,2016-05-19,,City,,,,,,,,,,,,,,,,,,,,,,,,,,48,,
